Prix,Ville,Annee,Kilometrage,Transmission,Carburant,Marque,Modele,Prix_Log
123000.0,Rabat,2018.0,200000,Manuelle,Diesel,Hyundai,Accent,11.719947764402807
165000.0,Casablanca,2019.0,29415,Manuelle,Diesel,Nissan,Micra,12.013706813470414
360000.0,Rabat,2023.0,34000,Automatique,Diesel,Skoda,Kodiaq,12.793862088206213
280000.0,Mohammédia,2025.0,23234,Automatique,Diesel,Hyundai,Tucson,12.54254845357358
325000.0,Casablanca,2022.0,38372,Automatique,Diesel,Peugeot,3008,12.691583538230217
295000.0,Casablanca,2016.0,175248,Automatique,Diesel,Mercedes-Benz,Classe C,12.59473402514672
205000.0,Casablanca,2016.0,91872,Automatique,Diesel,Mercedes-Benz,Classe A,12.230770136157428
475000.0,Casablanca,2020.0,90000,Automatique,Diesel,Mercedes-Benz,Classe E,13.07107218827772
215000.0,Casablanca,2021.0,90000,Automatique,Hybride,Toyota,C-HR,12.278397958261774
190000.0,Meknès,2017.0,200000,Automatique,Diesel,Hyundai,Tucson,12.154784614286667
320000.0,Casablanca,2022.0,160000,Manuelle,Essence,Hyundai,Tucson,12.676079399771027
270000.0,Casablanca,2024.0,10000,Automatique,Essence,Hyundai,Kona,12.506180941677357
385000.0,Casablanca,2023.0,72000,Automatique,Diesel,Seat,Tarraco,12.861001210669146
180000.0,Tanger,2014.0,170000,Automatique,Diesel,Audi,A3,12.100717685412471
210000.0,Rabat,2021.0,72000,Automatique,Hybride,Toyota,Corolla,12.25486757159303
222000.0,Casablanca,2017.0,129260,Automatique,Diesel,Hyundai,Tucson,12.310437165348775
280000.0,Casablanca,2021.0,91813,Automatique,Diesel,Peugeot,3008,12.54254845357358
231000.0,Casablanca,2022.0,38918,Automatique,Essence,Nissan,Qashqai,12.35017731849889
186000.0,Casablanca,2016.0,254400,Automatique,Diesel,Audi,A4,12.133507329024972
310000.0,Casablanca,2020.0,163088,Automatique,Diesel,BMW,Série 5,12.644330802262578
273000.0,Casablanca,2020.0,104856,Automatique,Diesel,Jaguar,E-Pace,12.51723073716405
212000.0,Casablanca,2023.0,50000,Manuelle,Diesel,Opel,Mokka,12.264346270624157
190000.0,Marrakech,2015.0,147000,Manuelle,Diesel,Jeep,Wrangler,12.154784614286667
285000.0,Casablanca,2022.0,131845,Automatique,Diesel,Peugeot,3008,12.560247968016562
195000.0,Casablanca,2024.0,29277,Automatique,Diesel,Opel,Corsa,12.180759965737863
135000.0,Casablanca,2023.0,55236,Automatique,Essence,Kia,Picanto,11.813037464800539
135000.0,Casablanca,2023.0,63223,Automatique,Essence,Kia,Picanto,11.813037464800539
175000.0,Casablanca,2019.0,192245,Automatique,Diesel,Jeep,Renegade,12.07254696717504
205000.0,Casablanca,2023.0,19630,Automatique,Diesel,Opel,Crossland,12.230770136157428
330000.0,Mohammédia,2020.0,218528,Automatique,Diesel,BMW,Série 2,12.706850963741102
245000.0,Casablanca,2017.0,120736,Automatique,Diesel,Jaguar,XE,12.409017571151187
119000.0,Casablanca,2016.0,170000,Automatique,Diesel,Opel,Astra,11.686887175419702
160000.0,Agadir,2024.0,35000,Manuelle,Essence,Skoda,Fabia,11.982935344196433
490000.0,Kénitra,2023.0,850,Automatique,Essence,Audi,A5,13.102162710901053
220000.0,Casablanca,2018.0,200000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.301387370778713
90000.0,Rabat,2013.0,290000,Manuelle,Diesel,Renault,Clio,11.407576060361786
226000.0,Casablanca,2023.0,32000,Automatique,Hybride,Toyota,Yaris,12.328294703023394
243000.0,Rabat,2014.0,250000,Automatique,Diesel,Mercedes-Benz,Classe C,12.400820837540556
184000.0,Rabat,2022.0,90000,Automatique,Diesel,Peugeot,208,12.122696471358964
310000.0,Mohammédia,2019.0,121606,Automatique,Diesel,BMW,X3,12.644330802262578
309000.0,Casablanca,2023.0,81503,Automatique,Hybride,Hyundai,Tucson,12.6410997921206
249000.0,Casablanca,2023.0,138146,Automatique,Diesel,Hyundai,Tucson,12.425212191503038
249000.0,Casablanca,2023.0,116568,Automatique,Diesel,Hyundai,Tucson,12.425212191503038
122000.0,Casablanca,2015.0,151520,Manuelle,Diesel,Peugeot,2008,11.711784520403112
122000.0,Casablanca,2015.0,151520,Manuelle,Diesel,Peugeot,2008,11.711784520403112
390000.0,Casablanca,2022.0,56700,Automatique,Diesel,Volkswagen,Tiguan,12.873904582205107
310000.0,Casablanca,2021.0,82380,Automatique,Diesel,Hyundai,Tucson,12.644330802262578
390000.0,Casablanca,2023.0,43294,Automatique,Électrique,Hyundai,IONIQ,12.873904582205107
235000.0,Casablanca,2022.0,74800,Automatique,Hybride,Hyundai,Kona,12.367345048436391
185000.0,Casablanca,2023.0,82078,Automatique,Essence,Hyundai,i20,12.128116509451258
249000.0,Casablanca,2024.0,39142,Automatique,Hybride,Hyundai,Elantra,12.425212191503038
255000.0,Casablanca,2023.0,53313,Automatique,Hybride,Hyundai,Elantra,12.449022745701502
199000.0,Casablanca,2023.0,76250,Automatique,Essence,Hyundai,Autre,12.201065128819632
215000.0,Casablanca,2023.0,87789,Manuelle,Diesel,Hyundai,Creta,12.278397958261774
145000.0,Casablanca,2020.0,104776,Automatique,Diesel,Hyundai,Accent,11.884495917930655
205000.0,Casablanca,2024.0,24798,Automatique,Essence,Hyundai,Autre,12.230770136157428
179000.0,Casablanca,2023.0,103400,Automatique,Diesel,Hyundai,Accent,12.095146671399466
279000.0,Marrakech,2014.0,172000,Automatique,Essence,Land Rover,Range Rover,12.53897064502647
345000.0,Casablanca,2025.0,50000,Automatique,Diesel,Hyundai,Tucson,12.75130259456002
245000.0,Casablanca,2018.0,215400,Automatique,Diesel,Mercedes-Benz,Classe C,12.409017571151187
165000.0,Marrakech,2018.0,190000,Automatique,Diesel,Jeep,Grand Cherokee,12.013706813470414
320000.0,Marrakech,2018.0,170000,Automatique,Diesel,Jeep,Wrangler,12.676079399771027
143000.0,Tanger,2014.0,217000,Manuelle,Diesel,Volkswagen,Passat,11.870606902224587
340000.0,Casablanca,2024.0,23000,Automatique,Essence,Cupra,Formentor,12.73670383776449
390000.0,Mohammédia,2019.0,137000,Automatique,Diesel,Land Rover,Range Rover Sport,12.873904582205107
173000.0,Casablanca,2023.0,127959,Automatique,Diesel,Hyundai,Accent,12.06105265381003
215000.0,Casablanca,2021.0,82500,Automatique,Diesel,Jeep,Compass,12.278397958261774
173000.0,Casablanca,2023.0,105989,Automatique,Diesel,Hyundai,Accent,12.06105265381003
148000.0,Casablanca,2024.0,107493,Manuelle,Diesel,Dacia,Sandero,11.904974309480183
139000.0,Casablanca,2024.0,79056,Manuelle,Diesel,Dacia,Sandero,11.842236406331555
145000.0,Casablanca,2023.0,92251,Manuelle,Diesel,Dacia,Sandero,11.884495917930655
149000.0,Casablanca,2025.0,17445,Automatique,Essence,Dacia,Logan,11.91170829631447
115000.0,Casablanca,2025.0,10624,Automatique,Essence,Autre,Autre,11.652696102959753
199000.0,Casablanca,2022.0,55328,Manuelle,Diesel,Dacia,Duster,12.201065128819632
345000.0,Casablanca,2023.0,108465,Automatique,Diesel,BMW,Série 2,12.75130259456002
360000.0,Mohammédia,2017.0,119030,Automatique,Diesel,Maserati,Levante,12.793862088206213
238000.0,Casablanca,2020.0,121000,Automatique,Essence,Volvo,XC40,12.380030154325457
230000.0,Mohammédia,2022.0,73673,Manuelle,Diesel,Mitsubishi,L200,12.345838935721968
178000.0,Mohammédia,2022.0,57714,Automatique,Diesel,Peugeot,208,12.08954444723597
230000.0,Marrakech,2023.0,80500,Automatique,Diesel,Renault,Megane,12.345838935721968
255000.0,Marrakech,2022.0,38400,Automatique,Hybride,Toyota,Corolla,12.449022745701502
490000.0,Casablanca,2018.0,117709,Automatique,Essence,Porsche,Cayenne,13.102162710901053
169000.0,Marrakech,2024.0,106996,Manuelle,Diesel,Peugeot,208,12.037659911047468
210000.0,Mohammédia,2022.0,42409,Manuelle,Diesel,Opel,Mokka,12.25486757159303
179000.0,Marrakech,2022.0,96970,Manuelle,Diesel,Opel,Crossland,12.095146671399466
180000.0,Agadir,2019.0,144000,Manuelle,Diesel,Renault,Clio,12.100717685412471
135000.0,Marrakech,2023.0,74008,Automatique,Essence,Kia,Picanto,11.813037464800539
325000.0,Mohammédia,2021.0,196900,Automatique,Diesel,Mercedes-Benz,Autre,12.691583538230217
510000.0,Mohammédia,2021.0,85734,Automatique,Diesel,Mercedes-Benz,300,13.1421679654829
145000.0,Marrakech,2023.0,100442,Manuelle,Essence,Hyundai,i20,11.884495917930655
168000.0,Marrakech,2024.0,42281,Automatique,Essence,Fiat,500,12.031725210748633
178000.0,Marrakech,2024.0,47430,Automatique,Essence,Hyundai,Accent,12.08954444723597
335000.0,Mohammédia,2019.0,120494,Automatique,Diesel,Volkswagen,Touareg,12.721888795877375
265000.0,Casablanca,2023.0,30307,Automatique,Hybride,Renault,Arkana,12.487488878546145
150000.0,Kénitra,2009.0,230000,Automatique,Diesel,BMW,Série 7,11.918397239722838
13500.0,Tétouan,2015.0,226000,Automatique,Diesel,Ford,Mondeo,9.510519035757246
95000.0,Casablanca,2019.0,168400,Manuelle,Diesel,Fiat,Doblo,11.461642696843066
410000.0,Kénitra,2018.0,80000,Automatique,Diesel,Land Rover,Range Rover Velar,12.923914877701906
450000.0,Casablanca,2016.0,48000,Automatique,Essence,Jaguar,F-Type,13.017005083966255
285000.0,Casablanca,2022.0,118000,Automatique,Diesel,Alfa,Romeo Stelvio,12.560247968016562
295000.0,Rabat,2023.0,113000,Automatique,Diesel,Audi,A3,12.59473402514672
410000.0,Kénitra,2018.0,80000,Automatique,Diesel,Land Rover,Range Rover Velar,12.923914877701906
320000.0,Casablanca,2019.0,97519,Automatique,Diesel,Land Rover,Range Rover Evoque,12.676079399771027
550000.0,Casablanca,2022.0,114000,Automatique,Diesel,Audi,A7,13.217675375388819
210000.0,Casablanca,2021.0,160000,Manuelle,Diesel,Kia,Sportage,12.25486757159303
245000.0,Casablanca,2021.0,63400,Automatique,Essence,Mini,Countryman,12.409017571151187
198000.0,Casablanca,2016.0,146475,Automatique,Diesel,Land Rover,Range Rover Evoque,12.19602736016897
100000.0,Marrakech,2010.0,75000,Manuelle,Diesel,Ford,Fusion,11.51293546492023
200000.0,Casablanca,2023.0,57622,Automatique,Essence,Chery,Autre,12.206077645517674
75000.0,Casablanca,2011.0,152,Manuelle,Essence,Ford,Fiesta,11.225256725762893
460000.0,Tétouan,2024.0,37000,Automatique,Diesel,Volkswagen,Golf 8,13.038983942375959
125000.0,Rabat,2015.0,218000,Manuelle,Diesel,Ford,Mondeo,11.736077016252437
95000.0,Casablanca,2010.0,30000,Automatique,Diesel,Mercedes-Benz,Classe E,11.461642696843066
320000.0,Agadir,2023.0,190000,Manuelle,Diesel,Hyundai,H,12.676079399771027
250000.0,Beni Mellal,2021.0,115000,Automatique,Diesel,Ford,Kuga,12.429220196836383
127000.0,Casablanca,2021.0,113200,Manuelle,Diesel,Citroën,C3,11.751950239425476
315000.0,Casablanca,2020.0,83431,Automatique,Diesel,Audi,A6,12.660331092405906
247000.0,Casablanca,2018.0,108943,Automatique,Diesel,Alfa,Romeo Stelvio,12.417147664184915
133000.0,Casablanca,2018.0,124825,Manuelle,Diesel,Nissan,Micra,11.798111925972618
183000.0,Casablanca,2020.0,170000,Automatique,Diesel,Renault,Megane,12.117246896289503
222000.0,Casablanca,2015.0,154869,Automatique,Diesel,BMW,Série 4,12.310437165348775
265000.0,Rabat,2018.0,184000,Automatique,Diesel,Audi,A4,12.487488878546145
425000.0,Fès,2024.0,8849,Automatique,Diesel,BMW,X2,12.959846800844963
195000.0,Rabat,2020.0,30000,Automatique,Diesel,Opel,Crossland,12.180759965737863
160000.0,Casablanca,2014.0,214000,Automatique,Diesel,Jeep,Grand Cherokee,11.982935344196433
242000.0,Casablanca,2025.0,4071,Automatique,Essence,Opel,Mokka,12.396697137361691
122000.0,Casablanca,2018.0,290000,Manuelle,Diesel,Dacia,Dokker,11.711784520403112
105000.0,Rabat,2013.0,249000,Manuelle,Diesel,Jeep,Compass,11.561725152903833
175000.0,Casablanca,2021.0,88000,Automatique,Hybride,Toyota,Corolla,12.07254696717504
299000.0,Marrakech,2015.0,190000,Automatique,Diesel,Mercedes-Benz,220,12.608202196848836
180000.0,Mohammédia,2019.0,110000,Manuelle,Diesel,Renault,Megane,12.100717685412471
180000.0,Mohammédia,2019.0,110000,Manuelle,Diesel,Renault,Megane,12.100717685412471
120000.0,Casablanca,2011.0,129000,Manuelle,Diesel,Audi,A1,11.695255355062795
245000.0,Tétouan,2025.0,30000,Automatique,Essence,Dacia,Duster,12.409017571151187
165000.0,Casablanca,2023.0,37000,Manuelle,Diesel,Dacia,Sandero,12.013706813470414
215000.0,Casablanca,2021.0,150000,Automatique,Diesel,Ford,Kuga,12.278397958261774
329000.0,Fès,2018.0,56000,Automatique,Diesel,Volkswagen,Tiguan,12.703816069256568
141000.0,Casablanca,2014.0,280000,Automatique,Diesel,BMW,Série 3,11.856522261533737
335000.0,Mohammédia,2025.0,10500,Automatique,Hybride,BYD,Seal U,12.721888795877375
152000.0,Rabat,2019.0,173,Manuelle,Diesel,Citroën,Berlingo,11.931642378754141
195000.0,Casablanca,2018.0,124000,Automatique,Diesel,BMW,Série 1,12.180759965737863
129000.0,Marrakech,2020.0,10300,,,Skoda,Fabia,11.767575435251748
129000.0,Marrakech,2020.0,10300,Manuelle,Essence,Skoda,Fabia,11.767575435251748
105000.0,Casablanca,2021.0,115000,Manuelle,Diesel,Dacia,Logan,11.561725152903833
220000.0,Kénitra,2024.0,46000,Automatique,Essence,Hyundai,Creta,12.301387370778713
299000.0,Casablanca,2025.0,10000,Automatique,Hybride,Renault,Arkana,12.608202196848836
380000.0,Casablanca,2017.0,159000,Automatique,Diesel,Porsche,Cayenne,12.847929163278053
330000.0,Mohammédia,2022.0,55000,Automatique,Diesel,Peugeot,3008,12.706850963741102
228000.0,Agadir,2018.0,172,Automatique,Diesel,Land Rover,Autre,12.337105293891872
360000.0,Rabat,2021.0,108000,Automatique,Diesel,BMW,Série 2,12.793862088206213
264000.0,Casablanca,2019.0,90000,Automatique,Diesel,BMW,Série 1,12.483708170000067
318000.0,Tétouan,2021.0,136000,Automatique,Diesel,Mercedes-Benz,Classe A,12.669809806411457
318000.0,Tétouan,2021.0,136000,Automatique,Diesel,Mercedes-Benz,Classe A,12.669809806411457
190000.0,Fès,2021.0,80000,Automatique,Diesel,Kia,Seltos,12.154784614286667
110000.0,Casablanca,2012.0,200000,Manuelle,Diesel,Mini,Countryman,11.608244735642321
129000.0,Rabat,2012.0,306000,Manuelle,Diesel,Mercedes-Benz,200,11.767575435251748
128000.0,Kénitra,2022.0,41000,Manuelle,Essence,Opel,Corsa,11.759793355371237
175000.0,Meknès,2011.0,280000,Automatique,Diesel,Audi,Q5,12.07254696717504
240000.0,Nador,1992.0,190000,Automatique,Essence,Mercedes-Benz,300,12.388398368982115
218000.0,Casablanca,2024.0,25700,Automatique,Essence,Geely,Autre,12.292254928916668
350000.0,El Jadida,2023.0,137000,Automatique,Diesel,Audi,A6,12.765691290604371
178000.0,Rabat,2019.0,87000,Automatique,Diesel,Alfa,Romeo Giulietta,12.08954444723597
219000.0,Casablanca,2015.0,155868,Automatique,Diesel,BMW,Série 4,12.296831574998258
380000.0,Casablanca,2016.0,139000,Automatique,Diesel,BMW,Série 7,12.847929163278053
520000.0,Casablanca,2023.0,10,Automatique,Diesel,Land Rover,Range Rover Sport,13.161586013632684
375000.0,Casablanca,2021.0,50000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.834683971615659
165000.0,Casablanca,2019.0,168,Automatique,Diesel,Renault,Megane,12.013706813470414
220000.0,Tanger,2020.0,127000,Automatique,Diesel,Citroën,C5 Aircross,12.301387370778713
175000.0,Casablanca,2018.0,176000,Manuelle,Diesel,Skoda,Octavia,12.07254696717504
420000.0,Marrakech,2022.0,37000,Automatique,Diesel,Volkswagen,Touareg,12.948012371209098
260000.0,Casablanca,2020.0,106221,Automatique,Diesel,Peugeot,3008,12.468440756144114
210000.0,Casablanca,2021.0,82363,Automatique,Diesel,Ford,Focus,12.25486757159303
258000.0,Casablanca,2015.0,215448,Automatique,Diesel,Land Rover,Range Rover Sport,12.460718739865236
175000.0,Casablanca,2020.0,67700,Automatique,Essence,Fiat,500,12.07254696717504
265000.0,Casablanca,2019.0,155097,Automatique,Diesel,Jaguar,XF,12.487488878546145
479000.0,Casablanca,2019.0,119341,Automatique,Diesel,Mercedes-Benz,Classe GLE,13.079457964073546
284000.0,Casablanca,2021.0,72098,Automatique,Diesel,Hyundai,Tucson,12.556733038263905
175000.0,Casablanca,2017.0,102000,Automatique,Diesel,Jeep,Grand Cherokee,12.07254696717504
218000.0,Casablanca,2018.0,71900,Automatique,Diesel,Volkswagen,Tiguan,12.292254928916668
270000.0,Casablanca,2018.0,225750,Automatique,Diesel,Volkswagen,Tiguan,12.506180941677357
150000.0,Casablanca,2019.0,129800,Automatique,Diesel,Opel,Astra,11.918397239722838
253000.0,Casablanca,2018.0,98477,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.441148720271016
273000.0,Casablanca,2023.0,54698,Automatique,Diesel,Seat,Ateca,12.51723073716405
77000.0,Tanger,2010.0,112989,Manuelle,Essence,Toyota,Yaris,11.251573687764477
145000.0,Casablanca,2020.0,72124,Manuelle,Diesel,Opel,Corsa,11.884495917930655
118000.0,Casablanca,2015.0,163760,Automatique,Diesel,Renault,Megane,11.678448377988165
430000.0,Agadir,2024.0,29500,Automatique,Diesel,Mercedes-Benz,200,12.971542813248437
170000.0,Agadir,2019.0,140000,Automatique,Diesel,Dacia,Duster,12.04355959836804
260000.0,Safi,2018.0,130000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.468440756144114
82000.0,Tanger,2003.0,294000,Manuelle,Diesel,Renault,Scenic,11.314486721293981
138000.0,Casablanca,2021.0,135987,Manuelle,Diesel,Nissan,Micra,11.835016210489899
288000.0,Casablanca,2022.0,76242,Automatique,Diesel,Seat,Ateca,12.570719231334277
220000.0,Agadir,2018.0,195000,Automatique,Diesel,Volkswagen,Touareg,12.301387370778713
530000.0,Casablanca,2022.0,152970,Automatique,Diesel,Audi,Q3,13.180634172318978
430000.0,Casablanca,2023.0,60400,Automatique,Diesel,Land Rover,Range Rover Evoque,12.971542813248437
400000.0,Casablanca,2019.0,189300,Automatique,Diesel,Mercedes-Benz,Classe C,12.899222326086994
293000.0,Casablanca,2020.0,68386,Automatique,Essence,Volvo,XC40,12.587931300962664
218000.0,Casablanca,2018.0,92000,Automatique,Diesel,Peugeot,3008,12.292254928916668
340000.0,Casablanca,2020.0,78341,Automatique,Diesel,Mini,Countryman,12.73670383776449
155000.0,Casablanca,2018.0,74100,Automatique,Hybride,Toyota,Yaris,11.951186847493476
82000.0,Agadir,2012.0,200000,Manuelle,Diesel,Mazda,6,11.314486721293981
129000.0,Safi,2021.0,114000,Automatique,Essence,Fiat,500,11.767575435251748
335000.0,Casablanca,2022.0,37995,Automatique,Diesel,Peugeot,3008,12.721888795877375
110000.0,Casablanca,2015.0,229000,Manuelle,Diesel,Opel,Insignia,11.608244735642321
345000.0,Casablanca,2022.0,41584,Automatique,Diesel,Audi,Q3,12.75130259456002
520000.0,Casablanca,2019.0,126451,Automatique,Diesel,Mercedes-Benz,Classe GLE,13.161586013632684
242000.0,Casablanca,2022.0,104791,Automatique,Hybride,Hyundai,Sonata,12.396697137361691
385000.0,Casablanca,2002.0,1,Manuelle,Diesel,Land Rover,Defender,12.861001210669146
485000.0,Casablanca,2021.0,148953,Automatique,Diesel,Volkswagen,Tiguan,13.091906231773164
77000.0,Tanger,2010.0,113000,Manuelle,Essence,Toyota,Yaris,11.251573687764477
438000.0,Fès,2021.0,115000,Automatique,Diesel,Volkswagen,Tiguan,12.989976472461
455000.0,Tanger,2019.0,158,Automatique,Diesel,Mercedes-Benz,Classe C,13.02805489573287
325000.0,Rabat,2021.0,121000,Automatique,Diesel,Volvo,XC60,12.691583538230217
320000.0,Marrakech,1999.0,100000,Automatique,Essence,Lincoln,Town Car,12.676079399771027
99000.0,Marrakech,1999.0,100000,Automatique,Essence,Volvo,C70,11.502885230075814
59000.0,Marrakech,1981.0,0,Manuelle,Essence,Citroën,2 CV,10.985309671896763
158000.0,Casablanca,2023.0,143000,Manuelle,Diesel,Opel,Combo,11.970356641102999
149000.0,Casablanca,2021.0,72000,Manuelle,Diesel,Ford,Fiesta,11.91170829631447
295000.0,Casablanca,2022.0,120000,Automatique,Diesel,Hyundai,Tucson,12.59473402514672
325000.0,Casablanca,2021.0,110000,Automatique,Diesel,Audi,Q3,12.691583538230217
175000.0,Casablanca,2019.0,108000,Manuelle,Diesel,Renault,Kadjar,12.07254696717504
370000.0,Casablanca,2019.0,160000,Automatique,Diesel,Land Rover,Range Rover,12.821260987319457
280000.0,Casablanca,2021.0,120000,Automatique,Hybride,Toyota,RAV-4,12.54254845357358
173000.0,Casablanca,2020.0,109000,Automatique,Diesel,Dacia,Duster,12.06105265381003
90000.0,Ouarzazate,2008.0,400000,Manuelle,Diesel,Toyota,Prado,11.407576060361786
245000.0,Rabat,2025.0,4700,Automatique,Essence,Opel,Mokka,12.409017571151187
370000.0,Marrakech,2023.0,28525,Automatique,Diesel,Kia,Sportage,12.821260987319457
149000.0,Casablanca,2025.0,13243,Manuelle,Essence,Kia,Picanto,11.91170829631447
275000.0,Casablanca,2022.0,87000,Automatique,Diesel,Kia,Seltos,12.524530013005734
180000.0,Casablanca,2018.0,165444,Automatique,Diesel,Audi,A1,12.100717685412471
222000.0,Casablanca,2021.0,50302,Automatique,Essence,Mini,Countryman,12.310437165348775
335000.0,Casablanca,2024.0,39137,Automatique,Diesel,Kia,Sportage,12.721888795877375
360000.0,Casablanca,2022.0,67000,Automatique,Diesel,Kia,Sportage,12.793862088206213
395000.0,Casablanca,2024.0,6420,Automatique,Diesel,Kia,Sportage,12.886643575525625
160000.0,Casablanca,2022.0,114356,Manuelle,Diesel,Dacia,Logan,11.982935344196433
245000.0,Casablanca,2022.0,16944,Manuelle,Diesel,Kia,Seltos,12.409017571151187
199000.0,Casablanca,2022.0,52792,Automatique,Essence,Kia,Autre,12.201065128819632
401000.0,Casablanca,2025.0,9370,Automatique,Diesel,Kia,Sportage,12.901719200051183
450000.0,Casablanca,2023.0,63333,Automatique,Électrique,Kia,Autre,13.017005083966255
279000.0,Casablanca,2022.0,80000,Automatique,Diesel,Skoda,Karoq,12.53897064502647
199000.0,Casablanca,2021.0,122000,Automatique,Diesel,Alfa,Romeo Giulietta,12.201065128819632
225000.0,Casablanca,2024.0,18700,Automatique,Essence,Geely,Autre,12.323860125621126
155000.0,Casablanca,2022.0,44870,Automatique,Essence,Hyundai,i10,11.951186847493476
259000.0,Casablanca,2020.0,120324,Manuelle,Diesel,Volkswagen,Tiguan,12.464587201678082
295000.0,Casablanca,2024.0,74112,Automatique,Diesel,Renault,Koleos,12.59473402514672
245000.0,Casablanca,2022.0,68523,Automatique,Hybride,Hyundai,Elantra,12.409017571151187
285000.0,Casablanca,2023.0,83983,Automatique,Diesel,Kia,Sportage,12.560247968016562
235000.0,Casablanca,2024.0,38088,Automatique,Diesel,Citroën,C4,12.367345048436391
205000.0,Casablanca,2021.0,64417,Automatique,Essence,Renault,Captur,12.230770136157428
305000.0,Agadir,2025.0,40000,Automatique,Diesel,Kia,Sportage,12.628070334272698
220000.0,Agadir,2021.0,18000,Manuelle,Diesel,Opel,Grandland,12.301387370778713
290000.0,Agadir,2024.0,34910,Automatique,Diesel,Kia,Sportage,12.577639650232573
401000.0,Casablanca,2025.0,11777,Automatique,Diesel,Kia,Sportage,12.901719200051183
140000.0,Fès,2022.0,150000,Manuelle,Diesel,Renault,Clio,11.849404844423074
240000.0,Rabat,2018.0,95000,Manuelle,Diesel,Ford,Kuga,12.388398368982115
145000.0,Fès,2021.0,83000,Manuelle,Diesel,Renault,Express,11.884495917930655
375000.0,Casablanca,2015.0,138500,Automatique,Diesel,Porsche,Macan,12.834683971615659
112000.0,Tanger,2019.0,730000,Manuelle,Essence,Toyota,Yaris,11.626263078808801
70000.0,Rabat,2012.0,98000,Manuelle,Essence,Lancia,Ypsilon,11.156264806643742
138000.0,Rabat,2022.0,25000,Manuelle,Essence,Opel,Corsa,11.835016210489899
310000.0,Casablanca,2023.0,121206,Automatique,Diesel,Volkswagen,T-Roc,12.644330802262578
170000.0,Agadir,2022.0,140000,Manuelle,Diesel,Jeep,Compass,12.04355959836804
520000.0,Rabat,2023.0,28000,Automatique,Diesel,Mercedes-Benz,Classe C,13.161586013632684
320000.0,Rabat,2022.0,28000,Automatique,Essence,Volvo,XC40,12.676079399771027
358000.0,Casablanca,2019.0,175730,Automatique,Diesel,Volkswagen,Tiguan,12.788291058675025
350000.0,Casablanca,2017.0,241748,Automatique,Diesel,BMW,Série 5,12.765691290604371
335000.0,Casablanca,2020.0,185400,Automatique,Diesel,Seat,Ateca,12.721888795877375
295000.0,Casablanca,2019.0,201362,Automatique,Diesel,Volkswagen,Golf 7,12.59473402514672
283000.0,Casablanca,2020.0,90869,Automatique,Diesel,Volvo,XC40,12.553205710188037
103000.0,Casablanca,2012.0,286505,Manuelle,Diesel,Jeep,Compass,11.542493975902508
375000.0,Casablanca,2024.0,17620,Automatique,Essence,Cupra,Formentor,12.834683971615659
305000.0,Casablanca,2021.0,87890,Automatique,Diesel,Volkswagen,Tiguan,12.628070334272698
400000.0,Casablanca,2023.0,134441,Automatique,Diesel,Mercedes-Benz,Classe A,12.899222326086994
380000.0,Casablanca,2022.0,135000,Automatique,Diesel,BMW,Série 5,12.847929163278053
385000.0,Casablanca,2022.0,89720,Automatique,Diesel,Volkswagen,Tiguan,12.861001210669146
378000.0,Casablanca,2019.0,58777,Automatique,Diesel,Mercedes-Benz,Classe C,12.84265212010087
293000.0,Casablanca,2019.0,143483,Automatique,Diesel,Volvo,XC60,12.587931300962664
144000.0,Mohammédia,2019.0,104000,Manuelle,Essence,Volkswagen,Polo,11.87757552297847
285000.0,Casablanca,2022.0,103000,Automatique,Diesel,Audi,Q2,12.560247968016562
560000.0,Casablanca,2018.0,300000,Automatique,Diesel,Audi,Q8,13.235693848424024
560000.0,Casablanca,2018.0,300000,Automatique,Diesel,Audi,Q8,13.235693848424024
196000.0,Rabat,2021.0,119000,Manuelle,Diesel,Skoda,Kamiq,12.185875040240456
135000.0,Casablanca,2022.0,129000,Manuelle,Diesel,Fiat,Doblo,11.813037464800539
138000.0,Rabat,2021.0,140000,Manuelle,Diesel,Renault,Clio,11.835016210489899
118000.0,Agadir,2020.0,64000,Manuelle,Essence,Opel,Corsa,11.678448377988165
160000.0,Casablanca,2013.0,110000,Automatique,Diesel,Hyundai,i40,11.982935344196433
345000.0,Casablanca,2021.0,57000,Automatique,Diesel,Land Rover,Autre,12.75130259456002
540000.0,Casablanca,2020.0,136600,Automatique,Diesel,BMW,X5,13.199326270390594
231000.0,Casablanca,2019.0,227363,Automatique,Diesel,Hyundai,Santa Fe,12.35017731849889
230000.0,Casablanca,2016.0,131000,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.345838935721968
235000.0,Rabat,2025.0,9000,Manuelle,Diesel,Dacia,Duster,12.367345048436391
429000.0,Casablanca,2022.0,68000,Automatique,Diesel,BMW,Série 5,12.969214528909768
210000.0,Casablanca,2021.0,92000,Manuelle,Diesel,Skoda,Octavia,12.25486757159303
222000.0,Casablanca,2021.0,240244,Automatique,Diesel,Kia,Sportage,12.310437165348775
169000.0,Casablanca,2013.0,215000,Automatique,Diesel,BMW,Série 6,12.037659911047468
166000.0,Rabat,2013.0,189000,Automatique,Diesel,Mercedes-Benz,Classe A,12.019749091416921
