Prix,Ville,Annee,Kilometrage,Transmission,Carburant,Marque,Modele,Prix_Log
145000.0,Casablanca,2026.0,3000,Manuelle,Diesel,Renault,Express,11.884495917930655
75000.0,Casablanca,2008.0,193000,Manuelle,Diesel,Citroën,C3,11.225256725762893
499000.0,Casablanca,2024.0,24600,Automatique,Diesel,Land Rover,Range Rover Evoque,13.120363378739663
130000.0,Casablanca,2015.0,205633,Automatique,Diesel,Kia,Ceed,11.775297421715827
200000.0,Agadir,2018.0,150000,Automatique,Hybride,Toyota,C-HR,12.206077645517674
385000.0,Casablanca,2025.0,8219,Automatique,Diesel,Cupra,Formentor,12.861001210669146
290000.0,Rabat,2022.0,78000,Automatique,Diesel,Hyundai,Santa Fe,12.577639650232573
295000.0,Casablanca,2021.0,62000,Automatique,Essence,Hyundai,Sonata,12.59473402514672
211000.0,Casablanca,2022.0,69892,Manuelle,Essence,Nissan,Qashqai,12.259618151783465
195000.0,Casablanca,2023.0,63709,Manuelle,Diesel,Jeep,Renegade,12.180759965737863
460000.0,Marrakech,2018.0,52000,Automatique,Essence,Maserati,Levante,13.038983942375959
155000.0,Casablanca,2022.0,98000,Manuelle,Diesel,Dacia,Dokker,11.951186847493476
283000.0,Casablanca,2018.0,80159,Automatique,Diesel,Skoda,Kodiaq,12.553205710188037
294000.0,Casablanca,2020.0,189743,Automatique,Diesel,Mercedes-Benz,Classe E,12.591338447675579
200000.0,Casablanca,2023.0,56221,Manuelle,Diesel,Jeep,Renegade,12.206077645517674
538000.0,Casablanca,2022.0,174000,Automatique,Diesel,Volkswagen,Touareg,13.195615697878253
420000.0,Casablanca,2019.0,147000,Automatique,Diesel,BMW,X5,12.948012371209098
238000.0,Casablanca,2023.0,103797,Automatique,Diesel,Hyundai,Creta,12.380030154325457
536000.0,Casablanca,2025.0,12544,Automatique,Diesel,Land Rover,Range Rover Evoque,13.19189130572284
160000.0,Casablanca,2014.0,135000,Automatique,Diesel,Audi,A3,11.982935344196433
163000.0,Nador,2020.0,137000,Manuelle,Diesel,Peugeot,308,12.001511614739405
285000.0,Kénitra,2021.0,120000,Automatique,Diesel,Hyundai,Tucson,12.560247968016562
355000.0,Agadir,2023.0,42115,Automatique,Hybride,Kia,Sportage,12.779875885354993
229000.0,Agadir,2021.0,46132,Automatique,Hybride,Kia,Niro,12.34148164933907
230000.0,Casablanca,2025.0,15600,Automatique,Essence,Geely,Autre,12.345838935721968
155000.0,Casablanca,2022.0,99101,Automatique,Essence,Fiat,500 C,11.951186847493476
220000.0,Casablanca,2025.0,13252,Automatique,Essence,Geely,Autre,12.301387370778713
250000.0,Casablanca,2021.0,55300,Manuelle,Diesel,Kia,K 2500,12.429220196836383
235000.0,Casablanca,2019.0,104726,Automatique,Diesel,Volkswagen,Coccinelle,12.367345048436391
235000.0,Casablanca,2024.0,57958,Automatique,Essence,Geely,Autre,12.367345048436391
350000.0,Agadir,2023.0,89000,Automatique,Diesel,Kia,Sportage,12.765691290604371
295000.0,Casablanca,2018.0,108000,Automatique,Diesel,Volkswagen,Tiguan,12.59473402514672
155000.0,Agadir,2023.0,16000,Automatique,Essence,Kia,Picanto,11.951186847493476
220000.0,Casablanca,2019.0,35923,Automatique,Hybride,Toyota,C-HR,12.301387370778713
295000.0,Casablanca,2019.0,93000,Automatique,Diesel,BMW,Série 2,12.59473402514672
345000.0,Marrakech,2021.0,106000,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.75130259456002
52000.0,Tanger,2003.0,166000,Manuelle,Essence,Volkswagen,Bora,10.859018228147887
116000.0,Oujda,2010.0,198000,Manuelle,Essence,Mini,Clubman,11.661354090741
230000.0,Tanger,2016.0,245000,Semi-automatique,Diesel,Mercedes-Benz,Classe A,12.345838935721968
89000.0,Tanger,2012.0,170000,Manuelle,Essence,Volkswagen,Polo,11.39640288460621
123000.0,Marrakech,2013.0,167,Manuelle,Diesel,Ford,Focus,11.719947764402807
169000.0,Rabat,2019.0,70000,Manuelle,Diesel,Opel,Crossland,12.037659911047468
130000.0,Kénitra,2021.0,110000,Manuelle,Essence,Toyota,Yaris,11.775297421715827
165000.0,Kénitra,2022.0,16000,Automatique,Essence,Fiat,500,12.013706813470414
130000.0,Casablanca,2012.0,161000,Automatique,Diesel,BMW,X1,11.775297421715827
229000.0,Rabat,2021.0,187000,Automatique,Diesel,DS,7,12.34148164933907
77000.0,Casablanca,2008.0,120000,Automatique,Essence,Mini,Cooper,11.251573687764477
219000.0,Casablanca,2023.0,122000,Automatique,Diesel,Opel,Grandland,12.296831574998258
219000.0,Casablanca,2023.0,81682,Manuelle,Diesel,Dacia,Duster,12.296831574998258
229000.0,Casablanca,2023.0,70943,Automatique,Diesel,Peugeot,2008,12.34148164933907
100000.0,Meknès,2003.0,280000,Manuelle,Diesel,Mercedes-Benz,Classe C,11.51293546492023
399000.0,Casablanca,2022.0,141577,Automatique,Diesel,BMW,Série 5,12.896719202134523
255000.0,Casablanca,2017.0,106000,Automatique,Diesel,BMW,Série 2,12.449022745701502
385000.0,Casablanca,2022.0,92914,Automatique,Diesel,Volvo,XC90,12.861001210669146
119000.0,Kénitra,2010.0,260000,Automatique,Diesel,Audi,Q5,11.686887175419702
118000.0,Mohammédia,2019.0,150000,Manuelle,Diesel,Citroën,C3,11.678448377988165
275000.0,Tanger,2022.0,150000,Automatique,Diesel,Hyundai,Tucson,12.524530013005734
290000.0,Casablanca,2018.0,113000,Automatique,Diesel,Volkswagen,Tiguan,12.577639650232573
400000.0,Rabat,2015.0,230000,Automatique,Diesel,Mercedes-Benz,Classe S,12.899222326086994
80000.0,Meknès,2004.0,300000,Manuelle,Diesel,Volkswagen,Golf 5,11.289794413577894
190000.0,Agadir,2018.0,100000,Automatique,Diesel,Skoda,Superb,12.154784614286667
190000.0,Casablanca,2016.0,130818,Automatique,Diesel,Audi,A5,12.154784614286667
133000.0,Casablanca,2024.0,95400,Manuelle,Diesel,Dacia,Sandero,11.798111925972618
227000.0,Casablanca,2021.0,57000,Manuelle,Diesel,Skoda,Kamiq,12.33270970174018
135000.0,Marrakech,2013.0,160000,Manuelle,Diesel,Nissan,Qashqai,11.813037464800539
185000.0,Casablanca,2017.0,214042,Automatique,Diesel,Volkswagen,Touareg,12.128116509451258
380000.0,Tétouan,2024.0,30000,Automatique,Diesel,Cupra,Formentor,12.847929163278053
200000.0,Casablanca,2024.0,8100,Automatique,Essence,Changan,CS35+,12.206077645517674
350000.0,Rabat,1980.0,35000,Automatique,Essence,Autre,Autre,12.765691290604371
329000.0,Casablanca,2021.0,98081,Automatique,Diesel,Audi,Q3,12.703816069256568
309000.0,Casablanca,2019.0,173230,Automatique,Diesel,Mercedes-Benz,220,12.6410997921206
118000.0,Mohammédia,2019.0,150000,Manuelle,Diesel,Citroën,C3,11.678448377988165
153000.0,Casablanca,2022.0,127778,Automatique,Diesel,Hyundai,Accent,11.938199736300925
250000.0,Oujda,2014.0,240000,Automatique,Diesel,Land Rover,Range Rover,12.429220196836383
128000.0,Casablanca,2012.0,91583,Manuelle,Diesel,Mini,Clubman,11.759793355371237
180000.0,Casablanca,2020.0,110216,Automatique,Diesel,Dacia,Duster,12.100717685412471
359000.0,Casablanca,2019.0,148554,Automatique,Diesel,Mercedes-Benz,Classe A,12.791080452981857
379000.0,Casablanca,2022.0,162610,Automatique,Diesel,BMW,Série 5,12.84529412258351
249000.0,Casablanca,2015.0,235673,Automatique,Diesel,Audi,Q7,12.425212191503038
175000.0,Casablanca,2016.0,139000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.07254696717504
185000.0,Casablanca,2017.0,150000,Manuelle,Diesel,Peugeot,3008,12.128116509451258
62000.0,Casablanca,2012.0,178000,Manuelle,Essence,Peugeot,107,11.034905792929415
245000.0,Casablanca,2016.0,118542,Automatique,Diesel,Maserati,Ghibli,12.409017571151187
280000.0,Casablanca,2014.0,180000,Automatique,Diesel,Mercedes-Benz,Classe S,12.54254845357358
305000.0,Casablanca,2022.0,28530,Automatique,Diesel,Hyundai,Tucson,12.628070334272698
152000.0,Casablanca,2015.0,230000,Manuelle,Diesel,Peugeot,308,11.931642378754141
130000.0,Kénitra,2012.0,157000,Automatique,Diesel,Honda,CR-V,11.775297421715827
330000.0,Casablanca,2015.0,148000,Automatique,Diesel,Porsche,Cayenne,12.706850963741102
243000.0,Meknès,2023.0,83000,Automatique,Diesel,Ford,Focus,12.400820837540556
85000.0,Meknès,2007.0,230000,Automatique,Diesel,Audi,A6,11.350418300109132
170000.0,Casablanca,2023.0,62800,Automatique,Diesel,Hyundai,Accent,12.04355959836804
220000.0,Meknès,2017.0,240000,Manuelle,Diesel,Volkswagen,Touran,12.301387370778713
269000.0,Fès,2020.0,100000,Automatique,Diesel,Volkswagen,Tiguan,12.502470376049185
197000.0,Casablanca,2021.0,83300,Manuelle,Diesel,Skoda,Kamiq,12.190964083849375
350000.0,Marrakech,2023.0,70000,Automatique,Diesel,Kia,Sportage,12.765691290604371
320000.0,Mohammédia,2019.0,142000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.676079399771027
290000.0,Marrakech,2024.0,64000,Automatique,Diesel,Kia,Sportage,12.577639650232573
156000.0,Casablanca,2023.0,49874,Manuelle,Diesel,Renault,Express,11.957617696467539
395000.0,Casablanca,2019.0,107354,Automatique,Diesel,Land Rover,Range Rover Sport,12.886643575525625
190000.0,Casablanca,2025.0,24177,Automatique,Essence,Chery,Tiggo 4 Pro,12.154784614286667
135000.0,Marrakech,2014.0,158000,Automatique,Diesel,Chevrolet,Orlando,11.813037464800539
226000.0,Casablanca,2017.0,115867,Automatique,Diesel,Jeep,Autre,12.328294703023394
350000.0,Casablanca,2020.0,94000,Automatique,Diesel,Volvo,XC60,12.765691290604371
175000.0,Casablanca,2021.0,75369,Automatique,Diesel,Opel,Astra,12.07254696717504
195000.0,Casablanca,2016.0,200,Automatique,Diesel,BMW,X5,12.180759965737863
137500.0,Casablanca,2019.0,55000,Manuelle,Diesel,Nissan,Micra,11.83138646878959
110000.0,Casablanca,2015.0,135000,Manuelle,Diesel,Dacia,Sandero,11.608244735642321
378000.0,Casablanca,2020.0,82967,Automatique,Diesel,Land Rover,Range Rover Velar,12.84265212010087
275000.0,Casablanca,2019.0,95000,Automatique,Diesel,Jaguar,E-Pace,12.524530013005734
114000.0,Casablanca,2020.0,65000,Manuelle,Diesel,Hyundai,i10,11.643962499267984
220000.0,Casablanca,2021.0,89000,Automatique,Diesel,Renault,Megane,12.301387370778713
223000.0,Casablanca,2023.0,53163,Automatique,Hybride,Toyota,Corolla,12.314931534737134
450000.0,Casablanca,2018.0,147000,Automatique,Diesel,Porsche,Macan,13.017005083966255
58000.0,Fès,2005.0,248700,Manuelle,Diesel,Peugeot,206,10.968215530759236
210100.0,Casablanca,2020.0,112490,Manuelle,Essence,Kia,Sportage,12.255343646460032
143000.0,Casablanca,2024.0,25940,Automatique,Essence,Suzuki,Swift,11.870606902224587
270000.0,Casablanca,2023.0,15391,Automatique,Diesel,Renault,Megane,12.506180941677357
345000.0,Casablanca,2025.0,8,Automatique,Essence,Jeep,Compass,12.75130259456002
345000.0,Casablanca,2025.0,8,Automatique,Essence,Jeep,Compass,12.75130259456002
345000.0,Casablanca,2025.0,7,Automatique,Essence,Jeep,Compass,12.75130259456002
142000.0,Casablanca,2023.0,66494,Manuelle,Diesel,Peugeot,301,11.863589378812122
217000.0,Casablanca,2022.0,68000,Automatique,Diesel,Hyundai,Tucson,12.28765724080691
172000.0,Casablanca,2021.0,94000,Automatique,Diesel,Opel,Astra,12.055255569732177
198000.0,Marrakech,2022.0,105251,Manuelle,Diesel,Seat,Arona,12.19602736016897
255000.0,Casablanca,2018.0,83000,Automatique,Diesel,Jaguar,E-Pace,12.449022745701502
169000.0,Marrakech,2024.0,101558,Manuelle,Diesel,Peugeot,208,12.037659911047468
330000.0,Marrakech,2022.0,83259,Automatique,Diesel,Peugeot,3008,12.706850963741102
205000.0,Marrakech,2022.0,68964,Automatique,Essence,Renault,Captur,12.230770136157428
169000.0,Marrakech,2022.0,136956,Automatique,Diesel,Hyundai,Accent,12.037659911047468
95000.0,Tanger,2006.0,320000,Manuelle,Diesel,Volkswagen,Golf 5,11.461642696843066
199000.0,Casablanca,2023.0,100000,Automatique,Diesel,Hyundai,Accent,12.201065128819632
133000.0,Rabat,2017.0,140000,Manuelle,Diesel,Ford,Fiesta,11.798111925972618
270000.0,Agadir,2015.0,146000,Automatique,Diesel,Maserati,Ghibli,12.506180941677357
275000.0,Kénitra,2021.0,157000,Automatique,Diesel,Hyundai,Tucson,12.524530013005734
260000.0,Casablanca,2022.0,114252,Automatique,Diesel,Peugeot,508,12.468440756144114
195000.0,Casablanca,2022.0,64167,Automatique,Diesel,Renault,Megane,12.180759965737863
320000.0,Casablanca,2022.0,88702,Automatique,Diesel,Volkswagen,Tiguan,12.676079399771027
335000.0,Casablanca,2021.0,78185,Automatique,Diesel,Volvo,S90,12.721888795877375
220000.0,Casablanca,,0,,,Autre,Autre,12.301387370778713
211000.0,Casablanca,2021.0,74106,Manuelle,Diesel,Skoda,Kamiq,12.259618151783465
250000.0,Casablanca,2021.0,115000,Automatique,Électrique,Volvo,XC40,12.429220196836383
230000.0,Casablanca,2009.0,123200,Automatique,Essence,Cadillac,Escalade,12.345838935721968
255000.0,Casablanca,2020.0,115000,Manuelle,Diesel,Ford,Transit,12.449022745701502
168000.0,Casablanca,2021.0,125000,Manuelle,Diesel,Renault,Express,12.031725210748633
101900.0,Oujda,2011.0,139000,Manuelle,Essence,Abarth,595,11.531757032705352
475000.0,Casablanca,2026.0,0,Automatique,Électrique,MG,Autre,13.07107218827772
320000.0,Tanger,2025.0,13000,Automatique,Hybride,BYD,Seal U,12.676079399771027
240000.0,Marrakech,2018.0,160000,Automatique,Diesel,Hyundai,Tucson,12.388398368982115
240000.0,Marrakech,2020.0,140000,Automatique,Diesel,Hyundai,Tucson,12.388398368982115
140000.0,Marrakech,2023.0,94000,Manuelle,Diesel,Renault,Clio,11.849404844423074
16200.0,Casablanca,2023.0,29000,Manuelle,Diesel,Peugeot,208,9.692828247710418
255000.0,Rabat,2022.0,325000,Automatique,Essence,Jeep,Compass,12.449022745701502
45000.0,Agadir,2004.0,405600,Manuelle,Essence,Honda,Accord,10.714439990727769
395000.0,Casablanca,2023.0,93000,Automatique,Diesel,Audi,A6,12.886643575525625
190000.0,Kénitra,2022.0,134000,Manuelle,Diesel,Renault,Captur,12.154784614286667
48000.0,Rabat,2005.0,276000,Manuelle,Essence,Kia,Picanto,10.778977123006351
435000.0,Tétouan,2019.0,167000,Automatique,Diesel,BMW,X4,12.983103608918753
170000.0,Casablanca,2022.0,40489,Manuelle,Essence,Hyundai,i20,12.04355959836804
270000.0,Rabat,2025.0,17500,Automatique,Diesel,Kia,Sportage,12.506180941677357
149000.0,Marrakech,2023.0,79325,Manuelle,Diesel,Dacia,Sandero,11.91170829631447
314000.0,Casablanca,2019.0,127268,Automatique,Diesel,Audi,Q5,12.657151449598695
110000.0,Mohammédia,2019.0,72600,Manuelle,Diesel,Fiat,Fiorino,11.608244735642321
120000.0,Fès,2014.0,195000,Manuelle,Diesel,Ford,Focus,11.695255355062795
175000.0,Rabat,2014.0,245000,Manuelle,Diesel,Mercedes-Benz,Classe E,12.07254696717504
124000.0,Kénitra,2017.0,185000,Manuelle,Diesel,Volkswagen,Polo,11.728044909070785
179000.0,Marrakech,2023.0,124056,Automatique,Diesel,Hyundai,Accent,12.095146671399466
214000.0,Marrakech,2020.0,90572,Automatique,Diesel,Renault,Megane,12.273735966890268
160000.0,Casablanca,2017.0,70000,Automatique,Diesel,Alfa,Romeo Giulietta,11.982935344196433
435000.0,Casablanca,2019.0,189000,Automatique,Diesel,Mercedes-Benz,Classe C,12.983103608918753
123000.0,Casablanca,2013.0,144411,Manuelle,Diesel,Nissan,Juke,11.719947764402807
66500.0,Marrakech,2013.0,198787,Manuelle,Essence,Renault,Clio,11.104972264124868
250000.0,Casablanca,2022.0,84000,Automatique,Diesel,Peugeot,3008,12.429220196836383
180000.0,Tétouan,2020.0,159000,Automatique,Hybride,Toyota,Corolla,12.100717685412471
123000.0,Fès,2019.0,133000,Manuelle,Diesel,Citroën,C3,11.719947764402807
230000.0,Casablanca,2017.0,180000,Manuelle,Diesel,Seat,Ateca,12.345838935721968
270000.0,Casablanca,2022.0,130000,Automatique,Diesel,Volkswagen,Golf 8,12.506180941677357
198000.0,Tétouan,2019.0,140000,Automatique,Diesel,Renault,Kadjar,12.19602736016897
277000.0,Casablanca,2021.0,119000,Automatique,Diesel,Audi,Q3,12.531776395271262
279000.0,Tanger,2022.0,107000,Automatique,Hybride,Toyota,RAV-4,12.53897064502647
102000.0,Casablanca,1993.0,121462,Manuelle,Essence,Peugeot,505,11.532737896139919
220000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.301387370778713
199000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.201065128819632
235000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.367345048436391
135000.0,Tanger,2017.0,0,,Électrique,Autre,Autre,11.813037464800539
509999.0,Tanger,2025.0,0,,Électrique,Autre,Autre,13.142166004700508
350000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.765691290604371
206000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.235636302128867
186000.0,Tanger,2025.0,0,,Diesel,Autre,Autre,12.133507329024972
200000.0,Casablanca,2017.0,112846,Automatique,Diesel,Peugeot,3008,12.206077645517674
215000.0,Casablanca,2018.0,176000,Automatique,Diesel,Alfa,Romeo Stelvio,12.278397958261774
140000.0,Marrakech,2023.0,94000,Manuelle,Diesel,Renault,Clio,11.849404844423074
315000.0,Casablanca,2019.0,121086,Automatique,Diesel,BMW,X3,12.660331092405906
150000.0,Casablanca,2024.0,73193,Manuelle,Diesel,Citroën,C-Elysée,11.918397239722838
190000.0,Casablanca,2017.0,118000,Automatique,Diesel,Peugeot,3008,12.154784614286667
380000.0,Casablanca,2023.0,38000,Automatique,Diesel,Volkswagen,Tiguan,12.847929163278053
283000.0,Casablanca,2026.0,0,Automatique,Hybride,MG,Autre,12.553205710188037
195000.0,Tétouan,2021.0,59000,Automatique,Essence,Toyota,Corolla,12.180759965737863
195000.0,Rabat,2019.0,134000,Automatique,Diesel,Volkswagen,Jetta,12.180759965737863
156000.0,Oujda,2026.0,0,Automatique,Essence,Nissan,magnite,11.957617696467539
450000.0,Tanger,2017.0,80000,Automatique,Diesel,BMW,Série 7,13.017005083966255
100000.0,Marrakech,2019.0,66000,Manuelle,Essence,Hyundai,i10,11.51293546492023
122000.0,Marrakech,2023.0,110000,Manuelle,Essence,Peugeot,208,11.711784520403112
380000.0,Marrakech,1989.0,32000,Automatique,Essence,Mercedes-Benz,Classe SL,12.847929163278053
129000.0,Meknès,2024.0,68000,Manuelle,Diesel,Fiat,Fiorino,11.767575435251748
350000.0,Agadir,2022.0,181000,Automatique,Diesel,Volkswagen,Touareg,12.765691290604371
220000.0,Marrakech,1999.0,120000,Automatique,Essence,Mercedes-Benz,Classe SL,12.301387370778713
95000.0,Marrakech,2003.0,198000,Automatique,Diesel,BMW,Série 3,11.461642696843066
95000.0,Tanger,2010.0,300000,Manuelle,Diesel,Seat,Leon,11.461642696843066
135000.0,Tanger,2020.0,65000,Manuelle,Diesel,Dacia,Sandero,11.813037464800539
250000.0,Casablanca,2018.0,139000,Automatique,Diesel,Hyundai,Santa Fe,12.429220196836383
219000.0,Oujda,2025.0,1,Automatique,Hybride,Chery,Tiggo 4 CROSS,12.296831574998258
98000.0,Casablanca,2016.0,195000,Manuelle,Diesel,Seat,Ibiza,11.49273296168228
120000.0,Casablanca,2009.0,439000,Automatique,Diesel,Mercedes-Benz,220,11.695255355062795
85000.0,Marrakech,2008.0,230000,Automatique,Diesel,Hyundai,Santa Fe,11.350418300109132
245000.0,Casablanca,2015.0,190000,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.409017571151187
280000.0,Casablanca,2018.0,180000,Automatique,Diesel,Mercedes-Benz,Classe C,12.54254845357358
185000.0,Casablanca,2018.0,99324,Manuelle,Diesel,Jeep,Renegade,12.128116509451258
199000.0,Casablanca,2017.0,123700,Automatique,Diesel,Audi,A3,12.201065128819632
165000.0,Casablanca,2016.0,230000,Automatique,Diesel,Volkswagen,Touareg,12.013706813470414
325000.0,Casablanca,2018.0,128000,Automatique,Diesel,Land Rover,Range Rover Velar,12.691583538230217
37000.0,Casablanca,2000.0,38700,Manuelle,Diesel,Fiat,Palio,10.518700218288165
200000.0,Casablanca,2021.0,41623,Automatique,Hybride,Toyota,Corolla,12.206077645517674
270000.0,Rabat,2022.0,85266,Manuelle,Diesel,Mercedes-Benz,Vito,12.506180941677357
225000.0,Casablanca,2018.0,188022,Automatique,Diesel,Peugeot,3008,12.323860125621126
315000.0,Agadir,2021.0,87500,Automatique,Diesel,Seat,Ateca,12.660331092405906
168000.0,Casablanca,2023.0,62540,Automatique,Diesel,Hyundai,Accent,12.031725210748633
135000.0,Casablanca,2023.0,52322,Manuelle,Essence,Renault,Clio,11.813037464800539
115000.0,Casablanca,2023.0,54750,Manuelle,Essence,Dacia,Sandero,11.652696102959753
145000.0,Casablanca,2022.0,109544,Manuelle,Diesel,Renault,Clio,11.884495917930655
115000.0,Casablanca,2023.0,49361,Manuelle,Essence,Dacia,Sandero,11.652696102959753
398000.0,Casablanca,2022.0,164287,Automatique,Diesel,Audi,Q7,12.894209796826232
163000.0,Casablanca,2023.0,84200,Manuelle,Diesel,Dacia,Sandero,12.001511614739405
135000.0,Casablanca,2023.0,41932,Manuelle,Essence,Renault,Clio,11.813037464800539
170000.0,Casablanca,2024.0,25187,Manuelle,Diesel,Dacia,Autre,12.04355959836804
115000.0,Casablanca,2023.0,60684,Manuelle,Essence,Dacia,Sandero,11.652696102959753
115000.0,Casablanca,2023.0,54403,Manuelle,Essence,Dacia,Sandero,11.652696102959753
138000.0,Casablanca,2023.0,52378,Automatique,Essence,Dacia,Sandero,11.835016210489899
260000.0,Casablanca,2017.0,133600,Automatique,Diesel,Volkswagen,Tiguan,12.468440756144114
529000.0,Casablanca,2021.0,143600,Automatique,Diesel,Volkswagen,Touareg,13.178745601197818
275000.0,Casablanca,2023.0,56393,Automatique,Diesel,Renault,Koleos,12.524530013005734
144000.0,Casablanca,2022.0,147227,Manuelle,Diesel,Renault,Express,11.87757552297847
240000.0,Casablanca,2023.0,47620,Automatique,Hybride,Renault,Arkana,12.388398368982115
265000.0,Casablanca,2022.0,65035,Automatique,Diesel,Renault,Koleos,12.487488878546145
265000.0,Casablanca,2022.0,63559,Automatique,Diesel,Renault,Koleos,12.487488878546145
255000.0,Casablanca,2022.0,107362,Automatique,Diesel,Renault,Talisman,12.449022745701502
108000.0,Agadir,2011.0,270000,Automatique,Diesel,Land Rover,Range Rover Sport,11.58989576532275
198000.0,Casablanca,2016.0,82000,Automatique,Diesel,Land Rover,Freelander,12.19602736016897
110000.0,Kénitra,2016.0,199000,Automatique,Diesel,Hyundai,Accent,11.608244735642321
265000.0,Casablanca,2023.0,30000,Automatique,Hybride,Renault,Arkana,12.487488878546145
102000.0,Beni Mellal,2022.0,96000,Manuelle,Essence,Kia,Picanto,11.532737896139919
248000.0,Agadir,2021.0,63900,Automatique,Diesel,Volkswagen,Passat,12.421188057397055
150000.0,Agadir,2013.0,210000,Automatique,Diesel,Volkswagen,Passat,11.918397239722838
215000.0,Casablanca,2023.0,63424,Automatique,Hybride,Renault,Arkana,12.278397958261774
335000.0,Casablanca,2021.0,161966,Automatique,Diesel,BMW,Série 5,12.721888795877375
245000.0,Marrakech,2014.0,248000,Automatique,Diesel,Audi,Q6,12.409017571151187
153000.0,Casablanca,2022.0,54000,Manuelle,Diesel,Dacia,Sandero,11.938199736300925
207000.0,Casablanca,2020.0,97000,Manuelle,Diesel,Renault,Captur,12.240478903153711
244000.0,Casablanca,2026.0,0,Automatique,Électrique,MG,ZS,12.404927602627597
183000.0,Casablanca,2019.0,100424,Manuelle,Diesel,Honda,Civic,12.117246896289503
209000.0,Casablanca,2021.0,78000,Automatique,Diesel,Jeep,Cherokee,12.250094315624496
300000.0,Agadir,2016.0,160000,Automatique,Diesel,Land Rover,Range Rover Vogue,12.611541086966115
230000.0,Agadir,2018.0,100000,Automatique,Diesel,Skoda,Kodiaq,12.345838935721968
263000.0,Casablanca,2021.0,41396,Automatique,Essence,Volvo,XC40,12.479913113434042
205000.0,Casablanca,2020.0,52800,Automatique,Diesel,Volkswagen,Coccinelle,12.230770136157428
275000.0,Rabat,2021.0,64000,Automatique,Diesel,Skoda,Karoq,12.524530013005734
340000.0,Casablanca,2020.0,190690,Automatique,Diesel,Audi,A6,12.73670383776449
120000.0,Fès,2021.0,114000,Manuelle,Diesel,Hyundai,i20,11.695255355062795
245000.0,Casablanca,2019.0,190000,Automatique,Diesel,Seat,Ateca,12.409017571151187
160000.0,Casablanca,2017.0,150000,Automatique,Diesel,Opel,Mokka,11.982935344196433
270000.0,Casablanca,2026.0,0,Automatique,Électrique,MG,ZS,12.506180941677357
270000.0,Casablanca,2026.0,0,Automatique,Électrique,MG,ZS,12.506180941677357
283000.0,Casablanca,2026.0,0,Automatique,Électrique,MG,Autre,12.553205710188037
305000.0,Casablanca,2023.0,63000,Automatique,Diesel,Hyundai,Tucson,12.628070334272698
365000.0,Casablanca,2023.0,115103,Automatique,Diesel,Volkswagen,Tiguan,12.807655372286902
105000.0,Rabat,2010.0,269000,Manuelle,Diesel,Skoda,Superb,11.561725152903833
299000.0,Casablanca,2021.0,119600,Automatique,Diesel,Volvo,S90,12.608202196848836
158000.0,Casablanca,2017.0,141129,Automatique,Diesel,Jeep,Grand Cherokee,11.970356641102999
160000.0,Casablanca,2018.0,222000,Automatique,Diesel,Jeep,Cherokee,11.982935344196433
40000.0,Kénitra,2003.0,240000,Manuelle,Diesel,Kia,Sorento,10.596659732783579
156000.0,Casablanca,2023.0,66055,Manuelle,Diesel,Renault,Express,11.957617696467539
178000.0,Tanger,2016.0,229000,Automatique,Diesel,Volkswagen,Touareg,12.08954444723597
140000.0,Casablanca,2019.0,118854,Automatique,Diesel,Renault,Clio,11.849404844423074
315000.0,Casablanca,2019.0,173214,Automatique,Diesel,Mercedes-Benz,Classe E,12.660331092405906
186000.0,Rabat,2015.0,230731,Automatique,Diesel,Land Rover,Discovery Sport,12.133507329024972
319000.0,Casablanca,2020.0,82000,Automatique,Diesel,Audi,A6,12.672949516558306
188000.0,Casablanca,2019.0,180000,Automatique,Diesel,Skoda,Octavia,12.144202560946876
50000.0,Agadir,2007.0,280,Manuelle,Essence,Citroën,C3,10.819798284210286
229900.0,Tétouan,2021.0,80000,Manuelle,Diesel,Kia,Sportage,12.345404060459082
255000.0,Casablanca,2022.0,76000,Automatique,Diesel,Hyundai,Tucson,12.449022745701502
380000.0,Kénitra,2023.0,23000,Automatique,Diesel,Volkswagen,Tiguan,12.847929163278053
105000.0,Casablanca,2012.0,300000,Manuelle,Diesel,Toyota,RAV-4,11.561725152903833
470000.0,Casablanca,2021.0,111000,Automatique,Diesel,BMW,Série 4,13.060490101343552
229000.0,Casablanca,2022.0,44000,Manuelle,Diesel,Skoda,Octavia,12.34148164933907
90000.0,Casablanca,2008.0,97000,Manuelle,Diesel,Hyundai,Santa Fe,11.407576060361786
195000.0,Casablanca,2023.0,71415,Manuelle,Diesel,Jeep,Renegade,12.180759965737863
195000.0,Casablanca,2023.0,67739,Manuelle,Diesel,Jeep,Renegade,12.180759965737863
375000.0,Casablanca,2021.0,93000,Automatique,Diesel,BMW,Série 5,12.834683971615659
124000.0,Tétouan,2016.0,170000,Manuelle,Diesel,Kia,Ceed,11.728044909070785
